Name,age,team,pos,PA,AB,H,2B,3B,HR,BB,SO,P/PA,BA,OBP,SLG,OPS,Year
Osiris Matos,31,Giants,C,769,691,206,55,28,20,78,157,3.4967490247074124,0.2981186685962373,0.3693107932379714,0.5455861070911722,0.9148969003291436,2022
P.J. Walters,22,Rays,3B,700,596,141,26,19,3,104,175,3.7614285714285716,0.23657718120805368,0.35,0.35906040268456374,0.7090604026845637,2022
Pat McCoy,34,Royals,RF,593,567,145,36,17,9,26,125,3.0741989881956155,0.25573192239858905,0.28836424957841483,0.42680776014109345,0.7151720097195082,2022
Paul Hoover,29,Athletics,CF,613,565,173,45,21,18,48,228,3.6851549755301796,0.30619469026548674,0.3605220228384992,0.5557522123893806,0.9162742352278798,2022
Paul O'Neill,28,Astros,1B,720,663,180,43,20,14,57,85,3.058333333333333,0.27149321266968324,0.32916666666666666,0.46003016591251883,0.7891968325791855,2022
Paul Wagner,35,Royals,P,648,598,131,32,25,7,50,128,3.4367283950617282,0.21906354515050167,0.279320987654321,0.391304347826087,0.6706253354804079,2022
Rafael Lopez,26,Rays,P,695,650,168,46,16,16,45,104,3.1568345323741007,0.25846153846153846,0.3064748201438849,0.4523076923076923,0.7587825124515772,2022
Ramon Cabrera,38,Angels,RF,638,606,104,20,17,1,32,121,3.14576802507837,0.1716171617161716,0.21316614420062696,0.26567656765676567,0.47884271185739263,2022
Ramon Flores,42,Indians,CF,628,607,178,35,16,17,21,65,2.7754777070063694,0.2932454695222405,0.31687898089171973,0.4876441515650741,0.8045231324567939,2022
Ray Montgomery,26,Rangers,C,751,693,180,39,28,12,58,137,3.1544607190412783,0.2597402597402597,0.3169107856191744,0.44877344877344877,0.7656842343926231,2022
Richie Barker,21,Brewers,RF,605,556,151,38,22,15,49,141,3.484297520661157,0.2715827338129496,0.3305785123966942,0.5,0.8305785123966942,2022
Rick Greene,26,Padres,2B,709,620,173,38,17,11,89,114,3.3991537376586742,0.27903225806451615,0.3695345557122708,0.4483870967741935,0.8179216524864643,2022
Rick Short,32,Rockies,P,742,643,199,38,24,17,99,136,3.725067385444744,0.3094867807153966,0.40161725067385445,0.5225505443234837,0.9241677949973381,2022
Rickey Cradle,31,Red Sox,C,715,681,121,39,28,0,34,272,3.5272727272727273,0.1776798825256975,0.21678321678321677,0.31718061674008813,0.5339638335233049,2022
Robert Dodd,29,Pirates,2B,709,595,220,57,35,10,114,135,3.744710860366714,0.3697478991596639,0.4710860366713681,0.6336134453781512,1.1046994820495193,2022
Roberto Rivera,35,Dodgers,RF,623,548,143,25,22,8,75,150,3.7046548956661316,0.26094890510948904,0.34991974317817015,0.4306569343065693,0.7805766774847395,2022
Robinson Cancel,30,Tigers,3B,681,610,150,40,28,3,71,224,3.831130690161527,0.2459016393442623,0.3245227606461087,0.4180327868852459,0.7425555475313546,2022
Rod Henderson,32,Dodgers,C,750,665,138,25,20,0,85,189,3.6266666666666665,0.2075187969924812,0.29733333333333334,0.30526315789473685,0.6025964912280701,2022
Roger Deago,40,Indians,3B,691,656,155,32,20,13,35,142,3.170767004341534,0.23628048780487804,0.27496382054992763,0.4054878048780488,0.6804516254279764,2022
Ron Wright,42,Diamondbacks,CF,620,592,125,25,16,10,28,113,2.9935483870967743,0.21114864864864866,0.2467741935483871,0.3581081081081081,0.6048823016564953,2022
Rudy Owens,33,Orioles,2B,696,641,162,36,19,7,55,88,3.0991379310344827,0.25273010920436817,0.3117816091954023,0.40093603744149764,0.7127176466369,2022
Ryan Brett,30,Braves,C,731,663,168,30,21,8,68,148,3.3939808481532148,0.25339366515837103,0.3228454172366621,0.39819004524886875,0.7210354624855309,2022
Ryan LaMarre,30,Dodgers,3B,692,582,217,45,18,26,110,65,3.38728323699422,0.37285223367697595,0.4725433526011561,0.6460481099656358,1.1185914625667919,2022
Ryan Lollis,29,Cubs,C,705,663,124,27,26,0,42,340,3.9092198581560282,0.1870286576168929,0.23546099290780143,0.30618401206636503,0.5416450049741665,2022
Ryan O'Malley,35,Braves,P,665,617,150,32,22,10,48,123,3.3338345864661654,0.24311183144246354,0.29774436090225564,0.41491085899513774,0.7126552198973934,2022
Ryan Tucker,38,Red Sox,2B,681,607,133,27,26,1,74,131,3.4111600587371513,0.21911037891268534,0.3039647577092511,0.3542009884678748,0.6581657461771259,2022
Sam Narron,29,Diamondbacks,LF,640,556,103,29,10,0,84,205,3.9015625,0.18525179856115107,0.2921875,0.2733812949640288,0.5655687949640288,2022
Sam Tuivailala,25,Diamondbacks,RF,602,546,131,31,16,11,56,131,3.488372093023256,0.23992673992673993,0.3106312292358804,0.4157509157509158,0.7263821449867962,2022
Santiago Perez,23,Pirates,RF,605,542,147,34,21,9,63,158,3.755371900826446,0.27121771217712176,0.34710743801652894,0.4612546125461255,0.8083620505626544,2022
Scott Alexander,29,Twins,C,749,700,209,38,25,25,49,174,3.2002670226969294,0.2985714285714286,0.3444592790387183,0.5314285714285715,0.8758878504672898,2022
Scott Klingenbeck,28,Rangers,LF,661,597,174,39,25,13,64,122,3.411497730711044,0.2914572864321608,0.3600605143721634,0.5058626465661642,0.8659231609383276,2022
Scott Patterson,31,Royals,C,717,683,125,24,18,8,34,150,3.2398884239888424,0.18301610541727673,0.2217573221757322,0.30600292825768666,0.5277602504334189,2022
Scott Randall,32,Angels,3B,693,623,148,32,27,8,70,85,3.215007215007215,0.2375601926163724,0.31457431457431456,0.41412520064205455,0.7286995152163691,2022
Scott Seabol,33,Indians,SS,672,620,160,33,18,11,52,136,3.369047619047619,0.25806451612903225,0.31547619047619047,0.42258064516129035,0.7380568356374808,2022
Scott Snodgress,23,Tigers,SS,658,602,129,32,21,3,56,144,3.4498480243161094,0.21428571428571427,0.2811550151975684,0.3521594684385382,0.6333144836361067,2022
Scott Stahoviak,26,Cardinals,P,695,592,157,42,30,7,103,104,3.5107913669064748,0.2652027027027027,0.37410071942446044,0.47297297297297297,0.8470736923974334,2022
Scott Wiggins,30,White Sox,C,736,670,120,31,20,4,66,88,3.157608695652174,0.1791044776119403,0.25271739130434784,0.3029850746268657,0.5557024659312135,2022
Sean Nolin,34,Cardinals,LF,678,648,137,22,19,3,30,186,3.3289085545722714,0.21141975308641975,0.24631268436578171,0.31790123456790126,0.564213918933683,2022
Severino Gonzalez,31,Cardinals,SS,692,624,193,43,16,24,68,107,3.1921965317919074,0.3092948717948718,0.37716763005780346,0.5448717948717948,0.9220394249295982,2022
Shane Lindsay,22,Blue Jays,C,696,617,132,30,33,1,79,216,3.7801724137931036,0.21393841166936792,0.3031609195402299,0.37439222042139386,0.6775531399616237,2022
Shannon Withem,28,Braves,3B,675,570,162,37,26,12,105,104,3.485925925925926,0.28421052631578947,0.39555555555555555,0.5035087719298246,0.8990643274853801,2022
Shawn Boskie,35,Padres,RF,626,575,144,36,17,11,51,142,3.330670926517572,0.25043478260869567,0.31150159744408945,0.4295652173913043,0.7410668148353938,2022
Stephen Smitherman,33,Angels,P,696,667,122,20,26,1,29,192,3.3347701149425286,0.18290854572713644,0.21695402298850575,0.29535232383808097,0.5123063468265867,2022
Steve Bieser,26,Phillies,C,790,726,199,43,38,8,64,131,3.1962025316455698,0.2741046831955923,0.3329113924050633,0.47107438016528924,0.8039857725703525,2022
Steve Cooke,32,White Sox,2B,702,665,157,32,30,4,37,221,3.3561253561253563,0.23609022556390977,0.27635327635327633,0.3924812030075188,0.6688344793607952,2022
Steve Gajkowski,29,Royals,3B,661,613,197,44,15,26,48,112,3.1966717095310138,0.32137030995106036,0.37065052950075644,0.5693311582381729,0.9399816877389293,2022
Steve Garrison,31,Rockies,1B,777,682,196,36,27,11,95,185,3.498069498069498,0.2873900293255132,0.3745173745173745,0.46774193548387094,0.8422593100012454,2022
Steve Green,37,Reds,SS,698,616,135,23,26,1,82,109,3.3853868194842405,0.21915584415584416,0.3108882521489971,0.3457792207792208,0.6566674729282179,2022
Steve Smyth,25,Brewers,C,732,658,192,42,16,14,74,135,3.4221311475409837,0.2917933130699088,0.3633879781420765,0.46808510638297873,0.8314730845250553,2022
Steve Susdorf,30,Giants,LF,686,583,184,51,20,12,103,172,3.7667638483965016,0.3156089193825043,0.41836734693877553,0.5334476843910806,0.9518150313298561,2022
Steven Lerud,29,Blue Jays,SS,621,556,139,31,13,10,65,108,3.3735909822866343,0.25,0.3285024154589372,0.4064748201438849,0.7349772356028221,2022
Steven Moya,31,Mariners,RF,623,602,193,36,24,24,21,100,2.853932584269663,0.32059800664451826,0.3434991974317817,0.579734219269103,0.9232334167008847,2022
Stubby Clapp,32,Phillies,1B,775,673,168,35,31,4,102,171,3.785806451612903,0.24962852897473997,0.34838709677419355,0.4115898959881129,0.7599769927623065,2022
Takahito Nomura,30,Brewers,2B,704,652,179,42,15,21,52,106,3.1832386363636362,0.2745398773006135,0.328125,0.4815950920245399,0.8097200920245399,2022
Tarrik Brock,32,Indians,C,741,649,181,38,26,14,92,91,3.245614035087719,0.27889060092449924,0.3684210526315789,0.48228043143297383,0.8507014840645528,2022
Taylor Hill,26,Orioles,LF,639,587,145,37,15,16,52,134,3.3176838810641627,0.24701873935264054,0.3082942097026604,0.44293015332197616,0.7512243630246366,2022
Taylor Thompson,26,Dodgers,2B,712,670,114,30,19,1,42,195,3.417134831460674,0.1701492537313433,0.21910112359550563,0.27611940298507465,0.49522052658058024,2022
Terrance Gore,21,Tigers,1B,718,677,129,38,26,1,41,225,3.4749303621169916,0.19054652880354506,0.23676880222841226,0.32791728212703103,0.5646860843554433,2022
Thad Weber,28,Giants,RF,652,598,189,39,28,15,54,116,3.3190184049079754,0.31605351170568563,0.3726993865030675,0.5501672240802675,0.922866610583335,2022
Thomas Diamond,36,Brewers,CF,624,571,99,23,24,0,53,207,3.548076923076923,0.1733800350262697,0.24358974358974358,0.29772329246935203,0.5413130360590956,2022
Tim Cooney,28,Athletics,SS,650,597,157,38,24,10,53,123,3.3492307692307692,0.2629815745393635,0.3230769230769231,0.457286432160804,0.7803633552377272,2022
Tim Hummel,32,Royals,2B,675,646,156,37,16,20,29,104,2.9274074074074075,0.24148606811145512,0.2740740740740741,0.4411764705882353,0.7152505446623094,2022
Tino Martinez,28,Astros,3B,687,630,185,40,19,23,57,116,3.197962154294032,0.29365079365079366,0.3522561863173217,0.526984126984127,0.8792403133014487,2022
Todd Self,27,Rockies,C,787,695,219,55,23,25,92,77,3.179161372299873,0.31510791366906477,0.3951715374841169,0.5683453237410072,0.9635168612251241,2022
Tom Shearn,28,Mariners,C,755,617,185,38,21,14,138,125,3.6913907284768213,0.29983792544570503,0.4278145695364238,0.49756888168557534,0.9253834512219992,2022
Tony Torcato,33,Rangers,CF,644,552,152,31,25,8,92,145,3.6785714285714284,0.2753623188405797,0.37888198757763975,0.46557971014492755,0.8444616977225673,2022
Travis Dawkins,30,Royals,LF,619,580,117,18,24,3,39,188,3.481421647819063,0.20172413793103447,0.2520193861066236,0.3310344827586207,0.5830538688652442,2022
Trey Lunsford,29,Brewers,LF,642,565,172,52,21,16,77,111,3.3457943925233646,0.30442477876106194,0.3878504672897196,0.5557522123893806,0.9436026796791002,2022
Tsuyoshi Wada,32,Orioles,P,664,566,144,36,24,5,98,101,3.6099397590361444,0.254416961130742,0.3644578313253012,0.4293286219081272,0.7937864532334284,2022
Tyler Cravy,24,Brewers,P,675,618,139,33,28,6,57,155,3.493333333333333,0.22491909385113268,0.2903703703703704,0.39805825242718446,0.6884286227975549,2022
Tyler Ladendorf,29,Rangers,1B,740,655,139,31,23,0,85,263,3.927027027027027,0.21221374045801528,0.3027027027027027,0.3297709923664122,0.632473695069115,2022
Victor Garate,28,Phillies,RF,667,604,182,39,30,8,63,135,3.350824587706147,0.30132450331125826,0.36731634182908546,0.5049668874172185,0.872283229246304,2022
Vince Belnome,30,Giants,SS,695,647,167,46,17,13,48,89,2.9928057553956835,0.2581143740340031,0.30935251798561153,0.4420401854714065,0.751392703457018,2022
Wilfredo Tovar,26,Mariners,1B,753,667,139,30,22,3,86,175,3.605577689243028,0.20839580209895053,0.29880478087649404,0.3328335832083958,0.6316383640848898,2022
Wilking Rodriguez,33,Twins,2B,713,635,157,29,28,6,78,229,3.817671809256662,0.247244094488189,0.32959326788218796,0.4094488188976378,0.7390420867798257,2022
Willie Collazo,30,Indians,1B,722,667,215,45,17,29,55,97,3.03185595567867,0.32233883058470764,0.3739612188365651,0.5712143928035982,0.9451756116401633,2022
Yurendell de Caster,31,Mariners,2B,718,683,164,39,26,10,35,127,3.0459610027855155,0.24011713030746706,0.27715877437325903,0.4172767203513909,0.6944354947246499,2022
Zach Lee,35,Indians,P,679,640,160,45,22,4,39,224,3.6759941089837995,0.25,0.2930780559646539,0.4078125,0.7008905559646539,2022
Aaron Looper,38,Diamondbacks,C,723,643,157,38,18,13,80,138,3.3582295988934994,0.24416796267496113,0.3278008298755187,0.4199066874027994,0.7477075172783181,2023
Aaron Scheffer,39,Astros,C,745,678,168,37,24,9,67,211,3.613422818791946,0.24778761061946902,0.31543624161073824,0.41297935103244837,0.7284155926431866,2023
Adam Peterson,30,Braves,1B,711,652,162,36,35,10,59,150,3.4416315049226442,0.24846625766871167,0.3108298171589311,0.4570552147239264,0.7678850318828575,2023
Adam Wilk,21,Rangers,SS,675,647,160,41,21,6,28,182,3.2785185185185184,0.2472952086553323,0.2785185185185185,0.4034003091190108,0.6819188276375293,2023
Adrian Houser,42,Royals,SS,644,603,144,32,24,11,41,123,3.124223602484472,0.23880597014925373,0.28726708074534163,0.4262023217247098,0.7134694024700514,2023
Agustin Montero,31,Royals,LF,628,580,121,29,19,2,48,175,3.4904458598726116,0.20862068965517241,0.26910828025477707,0.33448275862068966,0.6035910388754667,2023
Alberto Cabrera,26,Angels,LF,658,567,147,29,17,6,91,114,3.398176291793313,0.25925925925925924,0.3617021276595745,0.4021164021164021,0.7638185297759765,2023
Andy Thompson,32,Nationals,P,697,631,150,47,17,3,66,190,3.750358680057389,0.23771790808240886,0.3098995695839311,0.3803486529318542,0.6902482225157853,2023
Andy Wilkins,25,Royals,CF,608,571,122,28,23,4,37,90,3.008223684210526,0.2136602451838879,0.26151315789473684,0.36427320490367776,0.6257863627984146,2023
Angel Castro,37,Mets,LF,653,616,100,28,26,1,37,157,3.3598774885145484,0.16233766233766234,0.20980091883614088,0.29707792207792205,0.506878840914063,2023
Angel Salome,43,Angels,2B,713,688,139,30,18,4,25,142,2.9985974754558207,0.20203488372093023,0.2300140252454418,0.31540697674418605,0.5454210019896278,2023
Anthony Claggett,30,Orioles,CF,612,579,101,19,21,0,33,220,3.511437908496732,0.17443868739205526,0.21895424836601307,0.27979274611398963,0.4987469944800027,2023
Anthony Shumaker,30,Pirates,P,681,622,97,27,21,0,59,374,4.215859030837004,0.15594855305466238,0.2290748898678414,0.26688102893890675,0.49595591880674816,2023
Arturo Lopez,36,Rays,SS,679,639,129,36,16,5,40,161,3.2812960235640647,0.20187793427230047,0.24889543446244478,0.3317683881064163,0.5806638225688611,2023
Asher Wojciechowski,35,Mets,RF,620,540,96,32,17,0,80,114,3.488709677419355,0.17777777777777778,0.2838709677419355,0.3,0.5838709677419355,2023
Audry Perez,30,Braves,SS,667,579,161,36,29,10,88,104,3.413793103448276,0.27806563039723664,0.3733133433283358,0.49222797927461137,0.8655413226029471,2023
Barret Browning,26,Angels,CF,635,552,204,47,19,22,83,83,3.2614173228346455,0.3695652173913043,0.4519685039370079,0.6431159420289855,1.0950844459659934,2023
Bartolome Fortunato,32,Padres,C,731,640,193,46,16,13,91,98,3.284541723666211,0.3015625,0.38850889192886456,0.484375,0.8728838919288646,2023
Ben Kozlowski,29,Orioles,RF,604,556,112,23,17,5,48,98,3.183774834437086,0.2014388489208633,0.26490066225165565,0.33093525179856115,0.5958359140502167,2023
Bill Ortega,32,Athletics,3B,686,642,212,59,23,18,44,94,3.013119533527697,0.3302180685358255,0.37317784256559766,0.5778816199376947,0.9510594625032924,2023
Blake Lalli,31,Marlins,1B,744,701,158,42,22,0,43,493,4.206989247311828,0.2253922967189729,0.2701612903225806,0.34807417974322397,0.6182354700658046,2023
Bob Henley,36,Athletics,LF,652,624,107,20,19,2,28,183,3.3205521472392636,0.17147435897435898,0.20705521472392638,0.27403846153846156,0.48109367626238797,2023
Brad Glenn,31,White Sox,CF,611,545,95,27,19,0,66,157,3.6284779050736495,0.1743119266055046,0.2635024549918167,0.29357798165137616,0.5570804366431928,2023
Brad Nelson,37,Athletics,2B,710,677,135,29,23,6,33,122,3.067605633802817,0.19940915805022155,0.23661971830985915,0.33677991137370755,0.5733996296835667,2023
Brad Salmon,32,Astros,RF,623,584,164,29,22,13,39,113,3.14446227929374,0.2808219178082192,0.3258426966292135,0.4726027397260274,0.7984454363552409,2023
Brandon Bantz,34,Orioles,3B,670,620,150,25,25,9,50,110,3.135820895522388,0.24193548387096775,0.29850746268656714,0.4064516129032258,0.704959075589793,2023
Brandon Dickson,32,Nationals,2B,725,667,189,44,29,11,58,110,3.0951724137931036,0.28335832083958024,0.3406896551724138,0.48575712143928035,0.8264467766116941,2023
Brandon Finnegan,27,Rockies,LF,685,623,188,46,26,17,62,106,3.1693430656934307,0.3017656500802568,0.36496350364963503,0.5409309791332263,0.9058944827828613,2023
Brandon Harper,32,Rangers,3B,685,591,138,36,26,5,94,139,3.6043795620437957,0.233502538071066,0.3386861313868613,0.4077834179357022,0.7464695493225635,2023
Brandon Larson,37,Pirates,SS,673,628,143,29,14,12,45,124,3.028231797919762,0.22770700636942676,0.27934621099554235,0.37579617834394907,0.6551423893394914,2023
Brett Bochy,34,Red Sox,SS,646,593,157,43,25,12,53,80,3.125386996904025,0.26475548060708265,0.32507739938080493,0.4822934232715008,0.8073708226523058,2023
Brett Sinkbeil,33,Phillies,SS,698,630,149,41,20,5,68,171,3.535816618911175,0.2365079365079365,0.3108882521489971,0.3888888888888889,0.699777141037886,2023
Brian Broderick,29,Phillies,2B,735,654,185,56,19,16,81,140,3.47891156462585,0.28287461773700306,0.3619047619047619,0.5,0.861904761904762,2023
Brian Dinkelman,34,Phillies,P,709,675,187,41,30,16,34,149,3.228490832157969,0.277037037037037,0.31170662905500707,0.49777777777777776,0.8094844068327849,2023
Brian Fitzgerald,31,Mariners,P,712,606,216,50,31,20,106,62,3.3918539325842696,0.3564356435643564,0.45224719101123595,0.6402640264026402,1.0925112174138762,2023
Brian Mallette,28,Brewers,3B,676,638,192,42,22,22,38,179,3.3920118343195265,0.30094043887147337,0.34023668639053256,0.5391849529780565,0.879421639368589,2023
Brian Rogers,37,Diamondbacks,2B,701,612,151,28,35,1,89,108,3.4308131241084165,0.24673202614379086,0.34236804564907275,0.4117647058823529,0.7541327515314257,2023
Brian Slocum,26,Tigers,3B,661,629,124,29,20,2,32,225,3.344931921331316,0.1971383147853736,0.23600605143721634,0.3163751987281399,0.5523812501653562,2023
Brock Peterson,34,Mariners,SS,702,658,156,40,26,6,44,171,3.3575498575498575,0.23708206686930092,0.2849002849002849,0.40425531914893614,0.689155604049221,2023
Brooks Raley,34,Angels,SS,686,593,163,39,26,14,93,139,3.663265306122449,0.2748735244519393,0.37317784256559766,0.4991568296795953,0.872334672245193,2023
Bryan Eversgerd,31,Padres,CF,640,558,118,24,19,5,82,166,3.5828125,0.2114695340501792,0.3125,0.34946236559139787,0.6619623655913979,2023
C.J. Fick,37,Angels,C,739,683,142,26,20,4,56,272,3.6671177266576453,0.20790629575402636,0.2679296346414073,0.32210834553440704,0.5900379801758143,2023
Carl Edwards,31,Tigers,LF,621,587,161,38,21,11,34,92,3.1739130434782608,0.27427597955706984,0.3140096618357488,0.46678023850085176,0.7807899003366006,2023
Carlos Guevara,37,Padres,P,669,646,149,33,25,9,23,134,3.227204783258595,0.2306501547987616,0.2571001494768311,0.40092879256965946,0.6580289420464905,2023
Carlos Muniz,30,Red Sox,RF,599,551,160,38,25,16,48,75,3.048414023372287,0.29038112522686027,0.34724540901502504,0.5372050816696915,0.8844504906847166,2023
Carlos Pulido,22,Dodgers,RF,610,577,117,25,18,2,33,106,3.1147540983606556,0.2027729636048527,0.2459016393442623,0.3188908145580589,0.5647924539023212,2023
Carlos Valderrama,29,Reds,3B,707,631,172,38,25,7,76,150,3.4724186704384725,0.27258320126782887,0.3507779349363508,0.44532488114104596,0.7961028160773967,2023
Carmen Pignatiello,38,Rays,2B,711,647,164,32,17,9,64,174,3.4345991561181433,0.2534775888717156,0.3206751054852321,0.3972179289026275,0.7178930343878596,2023
Carson Blair,32,Blue Jays,2B,695,649,142,29,25,4,46,218,3.5712230215827336,0.21879815100154082,0.27050359712230215,0.35901386748844377,0.629517464610746,2023
Casey Crosby,37,Giants,CF,674,621,109,21,21,5,53,171,3.3590504451038576,0.17552334943639292,0.2403560830860534,0.30112721417069244,0.5414832972567458,2023
Chad Curtis,34,Astros,LF,657,600,164,37,14,16,57,103,3.1963470319634704,0.2733333333333333,0.3363774733637747,0.46166666666666667,0.7980441400304414,2023
Chad Hutchinson,36,Blue Jays,1B,712,674,154,44,17,12,38,135,3.092696629213483,0.228486646884273,0.2696629213483146,0.39762611275964393,0.6672890341079585,2023
Chang-Yong Lim,28,Red Sox,CF,611,508,117,26,14,6,103,102,3.690671031096563,0.23031496062992127,0.36006546644844517,0.3720472440944882,0.7321127105429334,2023
Chi Chi Gonzalez,29,Mets,SS,667,582,162,39,33,14,85,127,3.5592203898050974,0.27835051546391754,0.37031484257871067,0.5309278350515464,0.9012426776302571,2023
Chris Clapinski,29,Cubs,1B,703,613,153,31,24,6,90,95,3.3271692745376957,0.2495921696574225,0.3456614509246088,0.4078303425774878,0.7534917935020966,2023
Chris Demaria,23,Cubs,SS,647,599,154,38,19,13,48,100,3.1406491499227203,0.2570951585976628,0.312210200927357,0.44908180300500833,0.7612920039323654,2023
Chris Dwyer,25,Yankees,SS,647,579,214,37,20,25,68,72,3.034003091190108,0.3696027633851468,0.43585780525502316,0.6321243523316062,1.0679821575866293,2023
Chris Rearick,26,Giants,1B,754,680,211,49,20,21,74,90,3.149867374005305,0.31029411764705883,0.3779840848806366,0.5338235294117647,0.9118076142924013,2023
Chris Reed,29,Dodgers,CF,624,589,199,37,20,27,35,97,3.1009615384615383,0.3378607809847199,0.375,0.6061120543293718,0.9811120543293718,2023
Chris Schwinden,36,Rays,C,744,708,172,42,22,10,36,117,2.956989247311828,0.24293785310734464,0.27956989247311825,0.4067796610169492,0.6863495534900674,2023
Chris Valaika,29,Marlins,2B,719,652,180,41,26,15,67,140,3.376912378303199,0.27607361963190186,0.3435326842837274,0.48773006134969327,0.8312627456334207,2023
Christian Parker,34,Rockies,RF,649,583,139,33,25,4,66,145,3.3959938366718028,0.23842195540308747,0.31587057010785824,0.4013722126929674,0.7172427828008257,2023
Cody Anderson,30,Rockies,SS,699,621,196,48,27,16,78,126,3.503576537911302,0.31561996779388085,0.39198855507868385,0.5571658615136876,0.9491544165923715,2023
Cole Liniak,36,Dodgers,P,677,642,123,18,18,10,35,148,3.293943870014771,0.19158878504672897,0.23338257016248154,0.32242990654205606,0.5558124767045376,2023
Colin Rea,35,Cubs,CF,606,576,147,19,16,13,30,200,3.34983498349835,0.2552083333333333,0.29207920792079206,0.4114583333333333,0.7035375412541254,2023
Cory Mazzoni,38,White Sox,LF,638,561,119,30,23,6,77,119,3.572100313479624,0.21212121212121213,0.3072100313479624,0.37967914438502676,0.6868891757329891,2023
Dallas Beeler,37,Orioles,C,734,648,156,35,19,2,86,217,3.712534059945504,0.24074074074074073,0.329700272479564,0.3626543209876543,0.6923545934672184,2023
Dan Murray,33,Mariners,3B,714,633,229,62,21,14,81,137,3.473389355742297,0.3617693522906793,0.4341736694677871,0.5924170616113744,1.0265907310791615,2023
Daniel Corcino,27,Mariners,CF,663,612,129,35,11,8,51,83,3.0271493212669682,0.2107843137254902,0.27149321266968324,0.3431372549019608,0.6146304675716441,2023
Danny Rios,32,Mets,3B,694,618,191,40,22,12,76,151,3.4438040345821324,0.30906148867313915,0.38472622478386165,0.5032362459546925,0.8879624707385542,2023
Danny Young,33,Indians,2B,756,665,230,56,15,30,91,81,3.0833333333333335,0.3458646616541353,0.4246031746031746,0.6105263157894737,1.0351294903926482,2023
Darren Hall,25,Cubs,P,646,599,120,31,18,5,47,175,3.569659442724458,0.2003338898163606,0.2585139318885449,0.337228714524207,0.5957426464127519,2023
Daryl Thompson,27,White Sox,SS,645,589,174,40,18,21,56,66,2.8449612403100777,0.29541595925297115,0.35658914728682173,0.5314091680814941,0.8879983153683157,2023
Dave Gassner,36,Rays,1B,729,649,175,28,25,16,80,185,3.4526748971193415,0.2696456086286595,0.3497942386831276,0.4637904468412943,0.8135846855244219,2023
Dave Pember,30,Marlins,3B,698,607,141,40,22,10,91,91,3.286532951289398,0.23228995057660626,0.332378223495702,0.4200988467874794,0.7524770702831813,2023
Devon Lowery,39,Phillies,CF,669,616,163,32,33,8,53,219,3.6382660687593424,0.26461038961038963,0.32286995515695066,0.46266233766233766,0.7855322928192883,2023
Diego Moreno,34,Diamondbacks,P,671,589,143,31,24,8,82,121,3.5663189269746645,0.2427843803056027,0.3353204172876304,0.41765704584040747,0.7529774631280379,2023
Dixon Machado,22,Cardinals,C,762,705,170,30,24,9,57,223,3.473753280839895,0.24113475177304963,0.2979002624671916,0.3900709219858156,0.6879711844530072,2023
Drew Henson,23,Dodgers,SS,656,606,148,34,26,11,50,169,3.408536585365854,0.24422442244224424,0.3018292682926829,0.4405940594059406,0.7424233276986235,2023
Drew VerHagen,26,Padres,LF,660,606,171,37,25,10,54,78,3.1227272727272726,0.28217821782178215,0.3409090909090909,0.4752475247524752,0.816156615661566,2023
Dusty Coleman,29,Orioles,1B,708,635,200,58,23,13,73,113,3.310734463276836,0.31496062992125984,0.3855932203389831,0.5401574803149606,0.9257507006539436,2023
Dusty Ryan,28,Indians,P,728,657,245,57,22,23,71,132,3.4148351648351647,0.3729071537290715,0.4340659340659341,0.6316590563165906,1.0657249903825248,2023
Dusty Wathan,36,Mets,P,673,652,143,42,25,7,21,160,3.212481426448737,0.21932515337423314,0.2436849925705795,0.39263803680981596,0.6363230293803954,2023
Eddie Butler,29,Yankees,CF,617,572,109,25,26,1,45,123,3.0615883306320906,0.19055944055944055,0.24959481361426256,0.3304195804195804,0.5800143940338429,2023
Eddie Priest,32,Blue Jays,P,664,628,132,34,27,3,36,317,3.983433734939759,0.21019108280254778,0.25301204819277107,0.3646496815286624,0.6176617297214335,2023
Edgar Olmos,31,Nationals,SS,683,570,121,22,28,0,113,76,3.452415812591508,0.21228070175438596,0.34260614934114203,0.34912280701754383,0.6917289563586859,2023
Edwin Bellorin,41,Rays,RF,629,559,139,28,26,2,70,148,3.5977742448330683,0.24865831842576028,0.3322734499205087,0.40250447227191416,0.7347779221924229,2023
Eric Cyr,30,Mets,C,741,666,251,56,23,28,75,91,3.167341430499325,0.3768768768768769,0.4399460188933873,0.6561561561561562,1.0961021750495434,2023
Eric Hull,34,Rangers,P,682,616,183,43,21,15,66,98,3.3299120234604107,0.29707792207792205,0.3651026392961877,0.5081168831168831,0.8732195224130708,2023
Eric Hurley,30,Yankees,2B,689,617,188,41,20,16,72,90,3.3425253991291726,0.3047001620745543,0.37735849056603776,0.513776337115073,0.8911348276811107,2023
Erick Threets,32,Cubs,3B,664,600,130,24,21,10,64,122,3.161144578313253,0.21666666666666667,0.2921686746987952,0.37666666666666665,0.6688353413654619,2023
Erik Johnson,29,Athletics,RF,624,547,174,53,22,13,77,166,3.701923076923077,0.3180987202925046,0.40224358974358976,0.56672760511883,0.9689711948624198,2023
Erik Komatsu,24,Rays,CF,647,603,168,47,16,12,44,122,3.2009273570324575,0.27860696517412936,0.3276661514683153,0.4693200663349917,0.7969862178033069,2023
